id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0w5Bdu51Ka25Pf3hojsKHh,Hard Times,75,182693,0,['Paramore'],['74XFHRwlV6OrjEM0A2NCMF'],2017-05-12,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,4
33KJ2xFYONOlIYDBg6wPx8,Personal,75,198040,0,['HRVY'],['28y6CyJNkGNjJQKrlx4AmN'],2017-11-30,0.755,0.536,8,-5.605,1,0.12,0.114,0.0,0.0282,0.882,138.969,4
285pBltuF7vW8TeWk8hdRR,Lucid Dreams,88,239836,1,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],2018-12-10,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,4
4VXIryQMWpIdGgYR4TrjT1,All Girls Are The Same,87,165820,1,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],2018-12-10,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,0.203,161.989,4
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,87,312820,1,['Travis Scott'],['0Y5tJX1MQlPlqiwlOH1tJY'],2018-08-03,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,4
2ZRo7axmMPeSVUvDbGkJah,Hope,86,110886,1,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],2018-03-16,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,4
7uoFMmxln0GPXQ0AcCBXRq,Snowman,86,165907,0,['Sia'],['5WUlDfRSoLAfcVSX1WnrxN'],2018-11-01,0.716,0.512,1,-6.257,1,0.0331,0.483,0.0,0.0928,0.326,104.957,3
2VxeLyX666F8uXCJ0dZF8B,Shallow,86,215733,0,"['Lady Gaga', 'Bradley Cooper']","['1HY2Jd0NmPuamShAr6KMms', '4VIvfOurcf0vuLRxLkGnIG']",2018-10-05,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,4
0JP9xo3adEtGSdUEISiszL,Moonlight,85,135090,1,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],2018-03-16,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,4
2dpaYNEQHiRxtZbfNsse99,Happier,85,214290,0,"['Marshmello', 'Bastille']","['64KEffDW9EtZ1y2vBYgq8T', '7EQ0qTo7fWT7DPxmxtSYEc']",2018-08-17,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,4
0rKtyWc8bvkriBthvHKY8d,SLOW DANCING IN THE DARK,85,209274,1,['Joji'],['3MZsBdqDrRTJihTHQrO6Dq'],2018-10-26,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,4
2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,85,169354,0,['Alec Benjamin'],['5IH6FPUwQTxPSXurCrcIov'],2018-11-16,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,4
4TnjEaWOeW0eKTKIEvJyCa,Falling,85,159382,0,['Trevor Daniel'],['7uaIm6Pw7xplS8Dy06V6pT'],2018-10-05,0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085,4
2P91MQbaiQOfbiz9VqhqKQ,I Like Me Better,84,197437,0,['Lauv'],['5JZ7CnR6gTvEMKX4g70Amv'],2018-05-31,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,4
7AFASza1mXqntmGtbxXprO,changes,84,121887,0,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],2018-03-16,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,4
7dt6x5M1jzdTEt8oCbisTK,Better Now,84,231267,1,['Post Malone'],['246dkjvS1zLTtiykXe5h60'],2018-04-27,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,4
2BgEsaKNfHUdlh97KmvFyo,2002,84,186987,0,['Anne-Marie'],['1zNqDE7qDGCsyzJwohVaoX'],2018-04-27,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,4
1rqqCSm0Qe4I9rUvWncaom,High Hopes,84,190947,0,['Panic! At The Disco'],['20JZFwl6HVl6yg8a4H3ZqK'],2018-06-22,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,4
69vToJ9BMbbLlFZo7k7A7B,You Are The Reason,83,204326,0,['Calum Scott'],['6ydoSd3N2mwgwBHtF6K7eX'],2018-03-09,0.329,0.235,10,-7.699,1,0.0303,0.918,0.0,0.137,0.22,171.006,3
09mEdoA6zrmBPgTEN5qXmN,Call Out My Name,83,228373,0,['The Weeknd'],['1Xyo4u8uXC1ZmMpatF05PJ'],2018-03-30,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,3
7eBqSVxrzQZtK2mmgRG6lC,Murder On My Mind,83,268434,1,['YNW Melly'],['1cNDP5yjU5vjeR8qMf4grg'],2018-08-03,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,4
1Bhm5HNO1cq8olDbBmokyL,Copines,83,171720,0,['Aya Nakamura'],['7IlRNXHjoOCgEAWN5qYksg'],2018-11-02,0.701,0.787,8,-3.941,0,0.0855,0.27,0.0,0.105,0.904,180.027,4
09IStsImFySgyp0pIQdqAc,The Middle,83,184732,0,"['Zedd', 'Maren Morris', 'Grey']","['2qxJFvFYMEDqd7ui6kSAcq', '6WY7D3jk8zTrHtmkqqo5GI', '4lDBihdpMlOalxy1jkUbPl']",2018-01-23,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,4
58q2HKrzhC3ozto2nDdN4z,I Like It,83,253390,1,"['Cardi B', 'Bad Bunny', 'J Balvin']","['4kYSro6naA4h99UJvo89HB', '4q3ewBCX7sLwd24euuV69X', '1vyhD5VmyZ7KMfW5gqLgo5']",2018-04-06,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,4
2BOqDYLOJBiMOXShCV1neZ,Dancing On My Own,83,260285,0,['Calum Scott'],['6ydoSd3N2mwgwBHtF6K7eX'],2018-03-09,0.681,0.174,1,-8.745,1,0.0315,0.837,3.35e-05,0.0983,0.231,112.672,4
5p7ujcrUXASCNwRaWNHR1C,Without Me,83,201661,1,['Halsey'],['26VFTg2z8YR0cCuwLzESi2'],2018-10-04,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4
2iUXsYOEPhVqEBwsqP70rE,Youngblood,82,203418,0,['5 Seconds of Summer'],['5Rl15oVamLq7FbSb0NNBNy'],2018-06-15,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,4
3EPXxR3ImUwfayaurPi3cm,Be Alright,82,196373,1,['Dean Lewis'],['3QSQFmccmX81fWCUSPTS7y'],2018-06-29,0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684,4
2RSHsoi04658QL5xgQVov3,Bad Liar,82,260773,0,['Imagine Dragons'],['53XhwfbYqKCa1cC15pYq2q'],2018-11-09,0.383,0.637,3,-6.993,1,0.0703,0.0722,0.0,0.368,0.0827,177.913,4
1BYZxKSf0aTxp8ZFoeyM3d,we fell in love in october,82,184154,0,['girl in red'],['3uwAm6vQy7kWPS2bciKWx9'],2018-11-21,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.959,4
5cF0dROlMOK5uNZtivgu50,Attention,82,208787,0,['Charlie Puth'],['6VuMaDnrHyPL1p4EHjYLi7'],2018-05-11,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,4
0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,82,184560,0,"['Dynoro', ""Gigi D'Agostino""]","['3v6Ji4uoWtKRkhuDUaxi9n', '1OAjDaKgg00KCUYqDe68un']",2018-06-08,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,4
08bNPGLD8AhKpnnERrAc6G,FRIENDS,82,202621,1,"['Marshmello', 'Anne-Marie']","['64KEffDW9EtZ1y2vBYgq8T', '1zNqDE7qDGCsyzJwohVaoX']",2018-02-09,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,4
2FY7b99s15jUprqC0M5NCT,Natural,82,189467,0,['Imagine Dragons'],['53XhwfbYqKCa1cC15pYq2q'],2018-11-09,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,4
18uwL0vNUanqZH0ro2QcOP,comethru,82,181613,0,['Jeremy Zucker'],['3gIRvgZssIb9aiirIg0nI3'],2018-09-28,0.795,0.178,0,-11.991,1,0.0574,0.607,0.0,0.623,0.608,93.982,4
5OCJzvD7sykQEKHH7qAC3C,God is a woman,81,197547,1,['Ariana Grande'],['66CXWjxzNUsdJxJ2JdwvnR'],2018-08-17,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,4
1VGzxJnVQND7Cg5H5wGj14,YEAH RIGHT,81,174358,1,['Joji'],['3MZsBdqDrRTJihTHQrO6Dq'],2018-10-26,0.672,0.588,1,-9.573,1,0.133,0.619,0.241,0.0992,0.204,169.033,4
2cYqizR4lgvp4Qu6IQ3qGN,BUTTERFLY EFFECT,81,190557,0,['Travis Scott'],['0Y5tJX1MQlPlqiwlOH1tJY'],2018-08-03,0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958,4
2Y0iGXY6m6immVb2ktbseM,Little Dark Age,81,299960,0,['MGMT'],['0SwO7SWeDHJijQ3XNS7xEE'],2018-02-09,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,4
5wujBwqG7INdStqGd4tRMX,Armed And Dangerous,81,169999,1,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],2018-12-10,0.736,0.67,10,-6.702,1,0.311,0.186,0.0,0.114,0.845,130.032,4
6LOZws7T3jqZz78unPgFF9,Dead To Me,81,199506,0,['Kali Uchis'],['1U1el3k54VvEUzo3ybLPlM'],2018-04-06,0.675,0.761,4,-4.469,0,0.0466,0.432,0.0,0.102,0.428,119.001,4
3oDkdAySo1VQQG0ptV7uwa,Lean Wit Me,81,175755,1,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],2018-12-10,0.665,0.651,1,-5.515,1,0.156,0.0414,0.0,0.0896,0.237,163.935,4
6foY66mWZN0pSRjZ408c00,Whiskey Glasses,81,234347,0,['Morgan Wallen'],['4oUHIQIBe0LHzYfvXNW4QM'],2018-04-27,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,4
2qT1uLXPVPzGgFOx4jtEuo,no tears left to cry,81,205920,0,['Ariana Grande'],['66CXWjxzNUsdJxJ2JdwvnR'],2018-08-17,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,4
1Knctxx9vGZxpZfF66BIEa,Legends,81,191840,1,['Juice WRLD'],['4MCBfE4596Uoi2O4DtmEMz'],2018-06-22,0.594,0.798,4,-5.244,1,0.0844,0.115,0.0,0.143,0.381,142.049,4
2rxQMGVafnNaRaXlRMWPde,Beautiful Crazy,80,193200,0,['Luke Combs'],['718COspgdWOnwOFpJHRZHS'],2018-06-01,0.551,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313,4
2TIlqbIneP0ZY1O0EzYLlc,Someone You Loved,80,182161,0,['Lewis Capaldi'],['4GNC7GD6oZMSxPGyXy4MNB'],2018-11-08,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,4
698ItKASDavgwZ3WjaWjtz,Faded,80,212107,0,['Alan Walker'],['7vk5e3vY1uw9plTHJAMwjN'],2018-12-14,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,4
0oufSLnKQDoBFX5mgkDCgR,Trust,80,158421,1,['Brent Faiyaz'],['3tlXnStJ1fFhdScmQeLpuG'],2018-10-19,0.764,0.394,8,-8.559,1,0.154,0.224,8.71e-05,0.119,0.471,92.011,4
2rbDhOo9Fh61Bbu23T2qCk,Always Remember Us This Way,80,210200,0,['Lady Gaga'],['1HY2Jd0NmPuamShAr6KMms'],2018-10-05,0.553,0.502,0,-5.972,1,0.0409,0.299,0.0,0.764,0.296,129.976,4
4ofwffwvvnbSkrMSCKQDaC,Shotgun,80,201287,0,['George Ezra'],['2ysnwxxNtSgbb9t1m2Ur4j'],2018-03-23,0.672,0.735,5,-4.733,1,0.0457,0.286,0.0,0.242,0.754,115.741,4
0TlLq3lA83rQOYtrqBqSct,Nonstop,80,238614,1,['Drake'],['3TVXtAsR1Inumwj472S9r4'],2018-06-29,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,4
5bJ1DrEM4hNCafcDd1oxHx,Self Care,80,345133,1,['Mac Miller'],['4LLpKhyESsyAXpc4laK94U'],2018-08-03,0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,4
3h3pOvw6hjOvZxRUseB7h9,i wanna be your girlfriend,80,204991,0,['girl in red'],['3uwAm6vQy7kWPS2bciKWx9'],2018-03-02,0.54,0.381,7,-14.323,1,0.0347,0.0217,0.000687,0.305,0.343,155.882,4
1tNJrcVe6gwLEiZCtprs1u,3 Nights,80,177667,0,['Dominic Fike'],['6USv9qhCn6zfxlBQIYJ9qs'],2018-10-16,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,4
6vN77lE9LK6HP2DewaN6HZ,Yes Indeed,80,142273,1,"['Lil Baby', 'Drake']","['5f7VJjfbwm532GiveGC0ZK', '3TVXtAsR1Inumwj472S9r4']",2018-05-18,0.963,0.346,5,-9.309,0,0.53,0.0355,0.0,0.108,0.562,119.957,4
75ls0gurX68lUmMjE7QcsE,all the kids are depressed,79,169973,1,['Jeremy Zucker'],['3gIRvgZssIb9aiirIg0nI3'],2018-05-04,0.773,0.437,9,-8.281,1,0.0963,0.836,2.42e-05,0.544,0.707,103.861,4
1xzBco0xcoJEDXktl7Jxrr,Mo Bamba,79,183907,1,['Sheck Wes'],['2RDOrhPqAM4jzTRCEb19qX'],2018-10-05,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,4
2GGMabyHXnJmjY6CXhhB2e,Money,79,183527,1,['Cardi B'],['4kYSro6naA4h99UJvo89HB'],2018-10-23,0.95,0.59,8,-6.508,0,0.29,0.00534,0.0,0.11,0.219,130.003,4
2fSW54bA6x2iWePU7rpCiP,Mama Cry,79,231298,1,['YNW Melly'],['1cNDP5yjU5vjeR8qMf4grg'],2018-08-03,0.543,0.492,7,-7.432,1,0.156,0.0739,0.0,0.11,0.107,220.099,4
6bTn1ovliI0OkjUNkiMBJq,Nobody,79,193429,0,['Mitski'],['2uYWxilOVlUdk4oV9DvwqK'],2018-08-17,0.398,0.716,0,-5.254,1,0.0392,0.0764,0.0,0.0848,0.494,117.295,4
3CA9pLiwRIGtUBiMjbZmRw,Nice For What,79,210747,1,['Drake'],['3TVXtAsR1Inumwj472S9r4'],2018-06-29,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,4
2t8yVaLvJ0RenpXUIAC52d,a lot,79,288624,1,['21 Savage'],['1URnnhqYAYcrqrcwql10ft'],2018-12-21,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,4
48QmG1dfvMuYLxMPt7KSRA,No Lie,79,221176,0,"['Sean Paul', 'Dua Lipa']","['3Isy6kedDrgPYoTS1dazA9', '6M2wZ9GZgrQXHCFfjv46we']",2018-06-29,0.742,0.882,7,-2.862,1,0.117,0.0466,0.0,0.206,0.463,102.04,4
2G7V7zsVDxg1yRsu7Ew9RJ,In My Feelings,79,217925,1,['Drake'],['3TVXtAsR1Inumwj472S9r4'],2018-06-29,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,4
3EikYy40GMSp8l5mDV6IQo,Foot Fungus,79,129547,1,['Ski Mask The Slump God'],['2rhFzFmezpnW82MNqEKVry'],2018-11-30,0.881,0.623,1,-9.662,1,0.119,0.257,1.5e-06,0.0964,0.745,88.953,4
3p6hnejEQYXkiTO1lAzVc0,Euphoria,79,228615,0,['BTS'],['3Nrfpe0tUJi4K4DXYWgMUX'],2018-08-24,0.637,0.799,2,-4.519,1,0.0338,0.394,0.0,0.0921,0.562,104.995,4
7wBJfHzpfI3032CSD7CE2m,STARGAZING,79,270715,1,['Travis Scott'],['0Y5tJX1MQlPlqiwlOH1tJY'],2018-08-03,0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,4
059bcIhyc2SBwm6sw2AZzd,Te Vi,79,231848,0,"['Piso 21', 'Micro TDH']","['4bw2Am3p9ji3mYsXNXtQcd', '1aWJsBQa67l72j1VT3D6Ow']",2018-12-14,0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,4
1ThmUihH9dF8EV08ku5AXN,Faucet Failure,79,145627,1,['Ski Mask The Slump God'],['2rhFzFmezpnW82MNqEKVry'],2018-11-30,0.935,0.552,10,-9.373,0,0.335,0.111,0.0,0.0952,0.615,99.993,4
7zLYKWcXnYeHHWidalz7rj,Noticed,79,165000,1,['Lil Mosey'],['5zctI4wO9XSKS8XwcnqEHk'],2018-10-19,0.699,0.558,11,-7.622,1,0.0603,0.462,0.0,0.116,0.493,79.992,4
4WzhjxvLP95y7AMDy0Atwb,Out Of Love,79,227693,0,['Alessia Cara'],['2wUjUUtkb5lvLKcGKsKqsR'],2018-11-30,0.481,0.267,7,-9.249,1,0.0339,0.8,0.0,0.249,0.137,117.64,3
2aPTvyE09vUCRwVvj0I8WK,Sundress,79,158206,1,['A$AP Rocky'],['13ubrt8QOOCPljQ2FL1Kca'],2018-11-20,0.721,0.707,6,-6.364,1,0.0595,0.181,3.68e-06,0.143,0.743,125.005,4
1i36kkhmhBxf4lYJscg5zK,Fantasy,79,148230,1,['Bazzi'],['4GvEc3ANtPPjt1ZJllr5Zl'],2018-04-12,0.699,0.668,5,-4.272,0,0.0336,0.154,3.2e-06,0.362,0.314,144.105,4
7uzmGiiJyRfuViKKK3lVmR,Mine,78,131064,1,['Bazzi'],['4GvEc3ANtPPjt1ZJllr5Zl'],2018-04-12,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,4
5GRf6zSrCi8gErdN6CyRJT,Tokyo,78,174118,0,"[""Leat'eq""]",['1iBxtU5394iPOzmot1FDUD'],2018-05-07,0.743,0.879,5,-2.717,0,0.0339,0.0725,0.00141,0.081,0.636,101.966,4
7vgTNTaEz3CsBZ1N4YQalM,Ghost Town,78,271387,1,"['Kanye West', 'PARTYNEXTDOOR']","['5K4W6rqBFWDnAN6FQUkS6x', '2HPaUgqeutzr3jx5a9WyDV']",2018-06-01,0.573,0.545,7,-4.247,0,0.0288,0.0969,0.0,0.329,0.297,83.378,4
4IhKLu7Vk3j2TLmnFPl6To,Water Fountain,78,218893,0,['Alec Benjamin'],['5IH6FPUwQTxPSXurCrcIov'],2018-11-16,0.723,0.504,8,-5.572,1,0.0392,0.388,7.4e-05,0.087,0.551,133.975,4
3bH4HzoZZFq8UpZmI2AMgV,New Light,78,216015,0,['John Mayer'],['0hEurMDQu99nJRq8pTxO14'],2018-05-10,0.828,0.689,7,-7.878,1,0.0326,0.325,0.0384,0.0808,0.853,123.931,4
0akyEssGRVHstqCSWXusJL,Fuentes de Ortiz,78,207400,1,['Ed Maverick'],['3JSSjGYcIkgsrz7892CelT'],2018-03-02,0.83,0.159,1,-14.461,1,0.0383,0.946,2.02e-05,0.362,0.189,104.95,4
23OXdR7YuUBVWh5hSnYJau,Chlorine,78,324467,0,['Twenty One Pilots'],['3YQKmKGau1PzlVlkL1iodx'],2018-10-05,0.609,0.674,10,-7.388,0,0.0548,0.0735,0.06,0.345,0.315,90.009,4
6Up545NUflOiXo8cEraH49,You Say,78,274693,0,['Lauren Daigle'],['40LHVA5BTQp9RxHOQ9JPYj'],2018-09-07,0.494,0.632,5,-6.89,1,0.0342,0.682,0.0,0.0869,0.0797,147.873,4
5ErtQGRKEibK2WHaA729O8,Me and My Husband,78,137142,0,['Mitski'],['2uYWxilOVlUdk4oV9DvwqK'],2018-08-17,0.497,0.639,1,-5.31,1,0.0273,0.0478,0.0,0.39,0.766,171.95,4
6t94PGXYAuo9GbJEnMpPcW,La Forma en Que Me Miras,78,307435,0,"['Super Yei', 'Sammy', 'Myke Towers', 'Lenny Tavárez', 'Rafa Pabön']","['6HqgxkTt9KGyt27zYrwVan', '71FfEgML4GAokNHmW1GKPF', '7iK8PXO48WeuP03g8YR51W', '1pQWsZQehhS4wavwh7Fnxd', '11YLRSsZA3YVuQQtHXKTlz']",2018-08-04,0.656,0.662,1,-1.387,1,0.191,0.149,8e-06,0.16,0.573,189.983,4
0CZ8lquoTX2Dkg7Ak2inwA,1950,78,225133,1,['King Princess'],['6beUvFUlKliUYJdLOXNj9C'],2018-02-23,0.6,0.535,4,-7.043,1,0.107,0.648,4.7e-06,0.162,0.269,71.912,4
2QZ7WLBE8h2y1Y5Fb8RYbH,In My Blood,78,211360,0,['Shawn Mendes'],['7n2wHs1TKAczGzO7Dd2rGr'],2018-05-25,0.622,0.712,5,-7.321,1,0.066,0.0573,0.0,0.13,0.487,140.025,4
4mHgYpuGHu99Mw69E83CP2,Taking A Walk,78,121680,1,['Trippie Redd'],['6Xgp2XMz1fhVYe7i6yNAax'],2018-08-10,0.767,0.538,0,-6.044,0,0.052,0.68,0.0,0.192,0.343,81.031,4
32lItqlMi4LBhb4k0BaSaC,Candy Paint,78,227533,1,['Post Malone'],['246dkjvS1zLTtiykXe5h60'],2018-04-27,0.664,0.667,4,-5.941,1,0.154,0.64,1.22e-06,0.0753,0.381,180.064,4
6lruHh1jF7ezgbLv72xYmf,FML,78,223000,1,['Arizona Zervas'],['0vRvGUQVUjytro0xpb26bs'],2018-06-03,0.822,0.575,5,-5.95,1,0.0934,0.113,0.0,0.106,0.616,100.087,4
51rPRW8NjxZoWPPjnRGzHw,Tadow,78,301893,0,"['Masego', 'FKJ']","['3ycxRkcZ67ALN3GQJ57Vig', '2FwDTncULUnmANIh7qKa5z']",2018-09-07,0.704,0.487,9,-6.407,0,0.0604,0.669,8.64e-05,0.111,0.313,121.726,4
0RE4crnT3jRms1xxVlEZx2,Bad boy,78,187844,0,['Marwa Loud'],['46wEUZyujVrFSrdCnTKQmV'],2018-03-09,0.796,0.496,9,-8.165,0,0.0388,0.431,5.51e-06,0.0781,0.716,97.988,4
3P3pw6C19j31Rnzgo3JG7o,Perfect Strangers,78,196613,0,"['Jonas Blue', 'JP Cooper']","['1HBjj22wzbscIZ9sEb5dyf', '4kYGAK2zu9EAomwj3hXkXy']",2018-11-09,0.73,0.861,1,-4.1,1,0.0451,0.39,0.0,0.213,0.704,117.965,4
6KigD0mlF4VGDYiSEzAyYw,Fight Back,78,200571,1,['NEFFEX'],['3z97WMRi731dCvKklIf2X6'],2018-11-30,0.716,0.946,1,-3.412,1,0.261,0.094,6.63e-05,0.0825,0.587,139.943,4
5qHirGR7M9tdm6C17DlzSY,REEL IT IN,77,121347,1,['Aminé'],['3Gm5F95VdRxW3mqCn8RPBJ'],2018-08-15,0.754,0.342,10,-8.677,0,0.0991,0.073,0.0,0.193,0.423,128.981,4
6zeeWid2sgw4lap2jV61PZ,Better,77,229320,0,['Khalid'],['6LuN9FCkKOj5PcnpouEgny'],2018-10-18,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,4
6MpCaSIOfqBqbMED4kXgNY,Prom Queen,77,136562,0,['Beach Bunny'],['2vnB6tuQMaQpORiRdvXF9H'],2018-08-10,0.528,0.797,4,-7.487,1,0.0485,0.000391,0.011,0.14,0.751,143.785,4
6qWEpnyU43Bcrx3vfbGuVm,Touch You,77,206180,0,"['遠野高志', '加島優', '矢口恭介', 'ジミー', '百合絢斗', '田村唯', '明美圭一', '糸目幸士郎', '鹿谷樹']","['3dkW1L7GIhispeiHo9uzM8', '3ynBix87InXjEn5L9LsAWB', '4CkENaPbZ3CSwB7kAbzTE1', '4ABfGQhx7kTXCFbxvlLtlO', '5nEXLz5Qwkcv8d91fP4Cjo', '4tF37PbmfGwti71JKUI1pz', '6l15fzba4HWiYgbX7ji3NQ', '0t1H6voah4Js1hbu2EPUqx', '7u0iN4XxPpkIk9KRcLQXDa']",2018-08-15,0.603,0.964,8,-2.886,0,0.0487,0.00655,3.04e-06,0.143,0.796,135.028,4
4vCAzANUWDE24URV6wQ4ra,Otra Noche en Miami,77,233128,1,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],2018-12-23,0.514,0.646,1,-8.833,1,0.275,0.197,2.3e-05,0.0958,0.297,88.661,4
2AIWoHr9DF6y4KALCBKWQS,IDOL,77,222732,0,['BTS'],['3Nrfpe0tUJi4K4DXYWgMUX'],2018-08-24,0.734,0.855,9,-3.211,1,0.118,0.00481,0.0,0.123,0.422,126.035,4
6KBYefIoo7KydImq1uUQlL,Bodak Yellow,77,223713,1,['Cardi B'],['4kYSro6naA4h99UJvo89HB'],2018-04-06,0.926,0.703,11,-6.337,0,0.103,0.0659,0.0,0.231,0.485,125.022,4
1kqc6U8hVYZhY0gFGQclCz,girls,77,198400,0,['girl in red'],['3uwAm6vQy7kWPS2bciKWx9'],2018-06-08,0.515,0.449,5,-14.468,1,0.0337,0.227,0.0357,0.171,0.792,149.966,4
7lAK3oHbfEnvUQWosrMMpR,YOSEMITE,77,150043,1,['Travis Scott'],['0Y5tJX1MQlPlqiwlOH1tJY'],2018-08-03,0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,4
16XiTUC2rQvb5lmtOm3FYY,Us,77,181360,0,['James Bay'],['4EzkuveR9pLvDVFNx6foYD'],2018-05-18,0.559,0.473,0,-4.147,1,0.0364,0.177,1.5e-06,0.108,0.341,69.973,4
4SWWe2OYC4mqf40Gc2RSdl,Down Below,77,224002,1,['Roddy Ricch'],['757aE44tKEUQEqRuT6GnEB'],2018-11-02,0.926,0.454,6,-9.932,1,0.0732,0.036,0.000422,0.0896,0.34,119.969,4
0lks2Kt9veMOFEAPN0fsqN,Lily,77,195840,0,"['Alan Walker', 'K-391', 'Emelie Hollow']","['7vk5e3vY1uw9plTHJAMwjN', '6pWcSL9wSJZQ9ne0TnhdWr', '61pvU6ZLOF3bl0IOtbmME7']",2018-12-14,0.423,0.634,6,-5.877,0,0.0578,0.196,0.0,0.189,0.467,150.978,4
01TnVDiet1DFTsyWKUKovl,NUMB,77,186268,0,['XXXTENTACION'],['15UsOTVnJzReFVN1VCnxy4'],2018-03-16,0.414,0.416,11,-8.024,0,0.0251,0.1,0.179,0.131,0.196,159.91,4
7uUahoeqGNRMbpdeiLj1rS,Panic Room,77,237773,0,['Au/Ra'],['1eMmoIprPDWeFdB1FxU6ZV'],2018-02-09,0.495,0.426,8,-9.434,1,0.0736,0.152,5.65e-06,0.099,0.0636,97.91,4
5MAK1nd8R6PWnle1Q1WJvh,I See Red,77,230613,0,['Everybody Loves an Outlaw'],['5RCWMaArEntbkeWYVxCiFW'],2018-10-31,0.509,0.448,4,-7.552,0,0.0357,0.00713,0.0137,0.244,0.221,156.909,3
